Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 3244, 76, 23.746448, 2.197740, 26.013502, 26.013502, 0.000000, 0.000000, 16220, 0, 0, 0.00, 0.00, 0
10.00, 3466, 78, 22.644243, 2.168794, 24.875359, 24.875359, 0.000000, 0.000000, 17334, 0, 0, 0.00, 0.00, 0
15.00, 3484, 78, 22.529412, 2.164267, 24.751355, 24.751355, 0.000000, 0.000000, 17421, 0, 0, 0.00, 0.00, 0
20.00, 3698, 76, 20.852672, 2.020258, 22.935604, 22.935604, 0.000000, 0.000000, 18492, 0, 0, 0.00, 0.00, 0
25.00, 3078, 79, 25.711437, 2.466382, 28.231905, 28.231905, 0.000000, 0.000000, 15390, 0, 0, 0.00, 0.00, 0
30.00, 4041, 76, 18.926094, 1.835553, 20.822860, 20.822860, 0.000000, 0.000000, 20209, 0, 0, 0.00, 0.00, 0
35.00, 4357, 74, 17.199757, 1.699544, 18.951266, 18.951266, 0.000000, 0.000000, 21789, 0, 0, 0.00, 0.00, 0
40.00, 3955, 76, 19.354059, 1.889834, 21.299334, 21.299334, 0.000000, 0.000000, 19776, 0, 0, 0.00, 0.00, 0
45.00, 2941, 81, 27.465870, 2.580997, 30.114164, 30.114164, 0.000000, 0.000000, 14706, 0, 0, 0.00, 0.00, 0
50.00, 3670, 77, 21.198600, 2.043833, 23.296613, 23.296613, 0.000000, 0.000000, 18353, 0, 0, 0.00, 0.00, 0
55.00, 3757, 76, 20.603235, 1.990920, 22.655551, 22.655551, 0.000000, 0.000000, 18788, 0, 0, 0.00, 0.00, 0
60.00, 2795, 78, 28.793785, 2.703747, 31.558662, 31.558662, 0.000000, 0.000000, 13979, 0, 0, 0.00, 0.00, 0
65.00, 3350, 78, 23.579848, 2.245391, 25.888638, 25.888638, 0.000000, 0.000000, 16751, 0, 0, 0.00, 0.00, 0
70.00, 3712, 76, 20.835168, 2.020103, 22.903776, 22.903776, 0.000000, 0.000000, 18560, 0, 0, 0.00, 0.00, 0
70.00, 72, 36, 12.804807, 1.838097, 14.836009, 14.836009, 0.000000, 0.000000, 364, 0, 0, 0.00, 0.00, 0
Interval, Responses
0.1, 0
0.2, 0
0.3, 0
0.4, 0
0.5, 0
0.6, 0
0.7, 1
0.8, 4
0.9, 2
1.0, 1
1.1, 0
1.2, 2
1.3, 0
1.4, 0
1.5, 1
1.6, 0
1.7, 0
1.8, 0
1.9, 1
2.0, 1
2.1, 0
2.2, 0
2.3, 0
2.4, 4
2.5, 1
2.6, 1
2.7, 4
2.8, 3
2.9, 8
3.0, 6
3.1, 6
3.2, 4
3.3, 3
3.4, 2
3.5, 1
3.6, 4
3.7, 7
3.8, 6
3.9, 1
4.0, 7
4.1, 4
4.2, 0
4.3, 7
4.4, 4
4.5, 6
4.6, 6
4.7, 1
4.8, 4
4.9, 1
5.0, 0
5.1, 0
5.2, 0
5.3, 0
5.4, 0
5.5, 2
5.6, 6
5.7, 0
5.8, 0
5.9, 4
6.0, 1
6.1, 3
6.2, 6
6.3, 10
6.4, 0
6.5, 2
6.6, 5
6.7, 3
6.8, 10
6.9, 9
7.0, 7
7.1, 6
7.2, 5
7.3, 6
7.4, 14
7.5, 6
7.6, 5
7.7, 17
7.8, 8
7.9, 8
8.0, 15
8.1, 32
8.2, 21
8.3, 37
8.4, 27
8.5, 19
8.6, 25
8.7, 35
8.8, 40
8.9, 48
9.0, 46
9.1, 55
9.2, 96
9.3, 85
9.4, 96
9.5, 95
9.6, 76
9.7, 84
9.8, 118
9.9, 129
10.0, 137
10.1, 142
10.2, 138
10.3, 158
10.4, 197
10.5, 196
10.6, 231
10.7, 245
10.8, 206
10.9, 230
11.0, 261
11.1, 255
11.2, 321
11.3, 240
11.4, 287
11.5, 326
11.6, 339
11.7, 313
11.8, 363
11.9, 332
12.0, 359
12.1, 418
12.2, 402
12.3, 392
12.4, 405
12.5, 432
12.6, 471
12.7, 514
12.8, 482
12.9, 494
13.0, 445
13.1, 439
13.2, 514
13.3, 538
13.4, 572
13.5, 550
13.6, 632
13.7, 524
13.8, 645
13.9, 584
14.0, 653
14.1, 630
14.2, 659
14.3, 677
14.4, 681
14.5, 704
14.6, 656
14.7, 697
14.8, 745
14.9, 767
15.0, 748
15.1, 811
15.2, 835
15.3, 825
15.4, 774
15.5, 788
15.6, 926
15.7, 897
15.8, 922
15.9, 926
16.0, 926
16.1, 981
16.2, 913
16.3, 938
16.4, 989
16.5, 998
16.6, 1025
16.7, 1026
16.8, 1114
16.9, 1056
17.0, 1086
